Column1.id_opd;Column1.opd;Column1.id_layanan;Column1.layanan
47;Kecamatan Bangun Purba;723;PENGANTAR PERMOHONAN SURAT KETERANGAN NJOP PBB
47;Kecamatan Bangun Purba;727;PERMOHONAN PEMBAYARAN ANGURAN PBB
47;Kecamatan Bangun Purba;719;permohonan pengantar Pendaftaran baru PBB
47;Kecamatan Bangun Purba;725;PERMOHONAN PENGHAPUSAN /PENGURANGAN SANKSI ADMINISTRASI / DENDA PBB
47;Kecamatan Bangun Purba;712;REKOMENDASI IZIN KEGIATAN SOSIAL DAN/ATAU KOMERSIAL DI DALAM GEDUNG DAN /ATAU DI TEMPAT TERBUKA DALAM WILAYAH KECAMATAN
47;Kecamatan Bangun Purba;713;REKOMENDASI PEMANFAATAN PENGGUNAAN JALAN KABUPATEN UNTUK KEGIATAN SOSIAL DAN/ATAU KOMERSIAL TIDAK LEBIH DARI 1 (SATU) HARI
47;Kecamatan Bangun Purba;711;REKOMENDASI PEMBENTUKAN KELEMBAGAAN PERKUMPULAN PETANI PEMAKAI AIR (P3A)
48;Kecamatan Pagar Merbau;1292;IZIN PENGGUNAAN FASILITAS UMUM (ASET DAERAH YANG DIKELOLA KECAMATAN)
48;Kecamatan Pagar Merbau;370;PELAYANAN AHLI WARIS
48;Kecamatan Pagar Merbau;1289;PELAYANAN DAN PENERBITAN AKTA KELAHIRAN ANAK USIA 0-17 TAHUN
48;Kecamatan Pagar Merbau;1290;PELAYANAN DAN PENERBITAN AKTA KEMATIAN (MAKS 3 TAHUN DARI TANGGAL KEMATIAN)
48;Kecamatan Pagar Merbau;367;PELAYANAN DAN PENERBITAN KARTU KELUARGA BAGI PENDUDUK WNI
48;Kecamatan Pagar Merbau;368;PELAYANAN DAN PENERBITAN KIA (KARTU INDONESIA ANAK) BAGI PENDUDUK WNI
48;Kecamatan Pagar Merbau;1286;PELAYANAN DAN PENERBITAN KTP ELEKTRONIK (HILANG DAN RUSAK) BAGI PENDUDUK WNI
48;Kecamatan Pagar Merbau;1287;PELAYANAN IKD (IDENTITAS KEPENDUDUKAN DIGITAL)
48;Kecamatan Pagar Merbau;1288;PELAYANAN ONLINE DATA
48;Kecamatan Pagar Merbau;1297;PELAYANAN PENDAMPINGAN PENDAFTARAN PERIZINAN DAN NON PERIZINAN MELALUI SISTEM SERI DELI
48;Kecamatan Pagar Merbau;364;PELAYANAN SURAT PINDAH ANTAR DESA/KELURAHAN BAGI PENDUDUK WNI
48;Kecamatan Pagar Merbau;1291;PELAYANAN SURAT PINDAH ANTAR DESA/KELURAHAN DALAM SATU KECAMATAN BAGI PENDUDUK WNI
48;Kecamatan Pagar Merbau;369;PELAYANAN SURAT PINDAH ANTAR KECAMATAN BAGI PENDUDUK WNI
48;Kecamatan Pagar Merbau;1296;PENDAMPINGAN PELAYANAN PERIZINAN BERUSAHA UNTUK PENERBITAN NIB (NOMOR INDUK BERUSAHA) MELALUI OSS KEPADA PELAKU USAHA MIKRO KECIL (UMK)
48;Kecamatan Pagar Merbau;1298;PENDAMPINGAN PEMBUATAN EMAIL DAN AKUN SIMBG
48;Kecamatan Pagar Merbau;1299;PENDAMPINGAN PERSETUJUAN BANGUNAN GEDUNG (PBG)
48;Kecamatan Pagar Merbau;366;PENERBITAN SURAT KETERANGAN DOMISILI USAHA
48;Kecamatan Pagar Merbau;365;PENERBITAN SURAT KETERANGAN TIDAK MAMPU
48;Kecamatan Pagar Merbau;234;PEREKAMAN KTP ELEKTRONIK (PEMULA) BAGI PENDUDUK WNI
48;Kecamatan Pagar Merbau;1305;PERMOHONAN KEBERATAN KETETAPAN PBB
48;Kecamatan Pagar Merbau;1301;PERMOHONAN MUTASI SPPT PBB
48;Kecamatan Pagar Merbau;1308;PERMOHONAN PEMBAYARAN ANGSURAN PBB
48;Kecamatan Pagar Merbau;1302;PERMOHONAN PEMBETULAN/PEMBATALAN SPPT PBB
48;Kecamatan Pagar Merbau;1300;PERMOHONAN PENDAFTARAN BARU SPPT PBB
48;Kecamatan Pagar Merbau;1309;PERMOHONAN PENGEMBALIAN KELEBIHAN PEMBAYARAN PBB
48;Kecamatan Pagar Merbau;1306;PERMOHONAN PENGHAPUSAN/PENGURANGAN SANKSI ADMINISTRASI/DENDA PBB
48;Kecamatan Pagar Merbau;1307;PERMOHONAN PENGURANGAN KETETAPAN PBB
48;Kecamatan Pagar Merbau;1303;PERMOHONAN SALINAN SPPT PBB
48;Kecamatan Pagar Merbau;1304;PERMOHONAN SURAT KETERANGAN NJOP
48;Kecamatan Pagar Merbau;1294;REKOMENDASI IZIN KEGIATAN SOSIAL/KOMERSIL DALAM GEDUNG DI TEMPAT ATAU TERBUKA DALAM WILAYAH KECAMATAN
48;Kecamatan Pagar Merbau;1295;REKOMENDASI PEMANFATAAN PENGGUNAAN JALAN KABUPATEN UNTUK KEGIATAN SOSIAL/KOMERSIAL TIDAK LEBIH DARI 1 HARI
48;Kecamatan Pagar Merbau;1293;REKOMENDASI PEMBENTUKAN KELEMBAGAAN PERKUMPULAN PETANI PEMAKAI AIR (P3A)
49;Kecamatan Galang;255;Izin Penggunaan Fasilitas Umum (aset daerah yang dikelola Kecamatan)
49;Kecamatan Galang;260;Pelayanan dan Penerbitan  KIA (Karu Identitas Anak) Bagi Penduduk WNI
49;Kecamatan Galang;259;Pelayanan dan Penerbitan Akta Kelahiran Anak Usia 0-17 Tahun
49;Kecamatan Galang;258;Pelayanan dan Penerbitan Akta Kematian (maksimal 3 (tiga) tahun dari tanggal kematian)
49;Kecamatan Galang;496;Pelayanan dan Penerbitan Kartu Keluarga bagi Penduduk WNI
49;Kecamatan Galang;263;Pelayanan dan Penerbitan KTP-el hilang dan rusak bagi penduduk WNI
49;Kecamatan Galang;264;Pelayanan dan Penerbitan KTP-el Pemula bagi Penduduk WNI
49;Kecamatan Galang;262;Pelayanan Identitas Kependudukan Digital (IKD)
49;Kecamatan Galang;1463;Pelayanan Online Data
49;Kecamatan Galang;236;Pelayanan Pendampingan Pendfatran Perizinan dan Non Perizinanan memalui system Seri Deli
49;Kecamatan Galang;257;Pelayanan Surat Pindah antar Desa/ Kelurahan dalam satu Kecamatan bagi Penduduk WNI
49;Kecamatan Galang;251;Pendampingan Pelayanan Perizinan berusaha untuk Penerbitan Nomor Induk Berusaha (NIB) melalui system Online Single Submission (OSS) berbasis risiko kepada pelaku Usaha Mikro Kecil (UMK)
49;Kecamatan Galang;193;Pendampingan pembuatan email dan akun Simbg
49;Kecamatan Galang;1435;Pendampingan Pendaftaran Persetujuan Bangunan Gedung (PBG) melaui http://simbg.pu.go.id
49;Kecamatan Galang;256;Penerbitan Surat Pindah antar Kecamatan
49;Kecamatan Galang;1441;Permohonan Keberatan
49;Kecamatan Galang;1437;Permohonan Mutasi
49;Kecamatan Galang;1444;Permohonan Pembayaran Angsuran
49;Kecamatan Galang;1438;Permohonan Pembetulan/ Pembatalan
49;Kecamatan Galang;1436;Permohonan Pendaftaran Baru
49;Kecamatan Galang;1445;Permohonan Pengembalian Kelebihan Pembayaran
49;Kecamatan Galang;1442;Permohonan Penghapusan/ Pengurangan sanksi Administrasi/ denda 
49;Kecamatan Galang;1443;Permohonan Pengurangan Ketetapan
49;Kecamatan Galang;1439;Permohonan Salinan SPPT
49;Kecamatan Galang;1440;Permohonan Surat Keterangan NJOP
49;Kecamatan Galang;253;Rekomendasi Izin Kegiatan Sosial dan/atau Komersial didalam Gedung dan/atau ditempat terbuka dalam wilayah Kecamatan
49;Kecamatan Galang;252;Rekomendasi Pemanfaatan Pengguna Jalan Kabupaten untuk kegiatan sosial dan/atau Komersial tidak lebih dari 1 (satu) hari
49;Kecamatan Galang;254;Rekomendasi Pembentukan Kelembagaan Perkumpulan Petani Pemakai Air (P3A)
50;Kecamatan Lubuk Pakam;852;Izin penggunaan fasilitas umum( aset daerah yang dikelola Kecamatan)
50;Kecamatan Lubuk Pakam;856;Pelayanan dan penerbitan akta kelahiran 0- 17 tahun
50;Kecamatan Lubuk Pakam;855;Pelayanan dan penerbitan akta kematian maksimal 3 (tiga)  tahun dari tanggal kematian
50;Kecamatan Lubuk Pakam;857;Pelayanan dan penerbitan kartu identitas anak (KIA) bagi penduduk WNI
50;Kecamatan Lubuk Pakam;862;Pelayanan dan penerbitan kartu keluarga bagi penduduk WNI
50;Kecamatan Lubuk Pakam;861;Pelayanan dan penerbitan ktp-el pemula bagi penduduk WNI
50;Kecamatan Lubuk Pakam;860;Pelayanan dan tapan penerbitan KTP-el hilang dan rusak bagi penduduk WNI
50;Kecamatan Lubuk Pakam;859;Pelayanan identitas kependudukan digital (IKD)
50;Kecamatan Lubuk Pakam;858;Pelayanan online data
50;Kecamatan Lubuk Pakam;847;Pelayanan pendampingan pendaftaran perizinan dan non perizinan melalui sistem seri Deli
50;Kecamatan Lubuk Pakam;854;Pelayanan surat pindah antar Desa /Kelurahan dalam satu Kecamatan bagi penduduk WNI
50;Kecamatan Lubuk Pakam;848;Pendampingan pelayanan perizinan berusaha untuk penertiban nomor induk berusaha (NIB) melalui sistem online single submission (OSS) berbasis resiko kepada pelaku usaha mikro kecil (UMKM) 
50;Kecamatan Lubuk Pakam;846;Pendampingan pembuatan email dan akun SIMBG
50;Kecamatan Lubuk Pakam;845;Pendampingan pendaftaran persetujuan bangunan gedung (PBG) melalui http://simbg.pu.go.id
50;Kecamatan Lubuk Pakam;849;Penerbitan surat keterangan domisili usaha
50;Kecamatan Lubuk Pakam;853;Penerbitan surat pindah antar Kecamatan
50;Kecamatan Lubuk Pakam;839;Permohonan keberatan e-sppt PBB
50;Kecamatan Lubuk Pakam;843;Permohonan mutasi e-sppt PBB
50;Kecamatan Lubuk Pakam;836;Permohonan pembayaran angsuran SPPT PBB
50;Kecamatan Lubuk Pakam;842;Permohonan pembetulan /pembatalan e-sppt PBB
50;Kecamatan Lubuk Pakam;844;Permohonan pendaftaran baru e-sppt PBB
50;Kecamatan Lubuk Pakam;835;Permohonan pengembalian kelebihan pembayaran SPPT PBB
50;Kecamatan Lubuk Pakam;838;Permohonan penghapusan/ pengurangan sanksi administrasi/ denda e-sppt PBB
50;Kecamatan Lubuk Pakam;837;Permohonan pengurangan ketetapan SPPT PBB
50;Kecamatan Lubuk Pakam;841;Permohonan salinan SPPT
50;Kecamatan Lubuk Pakam;840;Permohonan surat keterangan NJOP
50;Kecamatan Lubuk Pakam;850;Rekomendasi izin kegiatan sosial dan/ atau komersial di dalam gedung dan/ atau ditempat terbuka dalam wilayah kecamatan
50;Kecamatan Lubuk Pakam;863;Rekomendasi pemanfaatan penggunaan Jalan Kabupaten untuk kegiatan sosial dan atau komersial tidak lebih dari  1 (satu) hari
50;Kecamatan Lubuk Pakam;851;Rekomendasi pembentukan kelembagaan perkumpulan petani pemakai air (P3A)
51;Kecamatan Tanjung Morawa;670;"1.	Pelayanan dan Penerbitan Kartu Keluarga bagi Penduduk WNI;"
51;Kecamatan Tanjung Morawa;679;"10.	Penerbitan Surat Pindah Antar Kecamatan"
51;Kecamatan Tanjung Morawa;680;"11.	Izin penggunaan fasilitas umum (aset daerah yang dikelola kecamatan);"
51;Kecamatan Tanjung Morawa;681;"12.	Rekomendasi pembentukan kelembagaan Perkumpulan Petani Pemakai Air (P3A);"
51;Kecamatan Tanjung Morawa;682;"13.	Rekomendasi izin kegiatan sosial dan/atau komersial didalam gedung dan/atau di tempat terbuka dalam wilayah kecamatan;"
51;Kecamatan Tanjung Morawa;683;"14.	Rekomendasi pemanfaatan penggunaan jalan kabupaten untuk kegiatan sosial dan/atau komersial tidak lebih dari 1 (satu) hari;"
51;Kecamatan Tanjung Morawa;684;"15.	Penerbitan Surat Keterangan Domisili Usaha;"
51;Kecamatan Tanjung Morawa;685;"16.	Pendampingan pelayanan perizinan berusaha untuk penerbitan Nomor Induk Berusaha (NIB) melalui sistem Online Single Submission (OSS) berbasis risiko kepada pelaku Usaha Mikro Kecil (UMK);"
51;Kecamatan Tanjung Morawa;686;"17.	Pendampingan pelayanan pendaftaran perizinan dan non perizinan melalui sistem Seri Deli;"
51;Kecamatan Tanjung Morawa;687;"18.	Pendampingan Pembuatan Email dan Akun Simbg"
51;Kecamatan Tanjung Morawa;688;"19.	Pendampingan pendaftaran Persetujuan Bangunan Gedung (PBG) melalui http://simbg.pu.go.id;"
51;Kecamatan Tanjung Morawa;671;"2.	Pelayanan dan Penerbitan KTP-el Pemula bagi Penduduk WNI;"
51;Kecamatan Tanjung Morawa;689;"20.	Permohonan Pendaftaran Baru PBB;"
51;Kecamatan Tanjung Morawa;690;"21.	Permohonan Mutasi PBB;"
51;Kecamatan Tanjung Morawa;691;"22.	Permohonan pembetulan/pembatalan PBB;"
51;Kecamatan Tanjung Morawa;692;"23.	Permohonan salinan SPPT PBB;"
51;Kecamatan Tanjung Morawa;693;"24.	Permohonan surat keterangan NJOP PBB;"
51;Kecamatan Tanjung Morawa;694;"25.	Permohonan keberatan PBB;"
51;Kecamatan Tanjung Morawa;695;"26.	Permohonan penghapusan/pengurangan sanksi administrasi/denda PBB;"
51;Kecamatan Tanjung Morawa;696;"27.	Permohonan pengurangan ketetapan PBB;"
51;Kecamatan Tanjung Morawa;697;"28.	Permohonan pembayaran angsuran PBB;"
51;Kecamatan Tanjung Morawa;698;"29.	Permohonan pengembalian kelebihan pembayaran PBB;"
51;Kecamatan Tanjung Morawa;672;"3.	Pelayanan dan Penerbitan KTP-el hilang dan rusak bagi Penduduk WNI;"
51;Kecamatan Tanjung Morawa;673;"4.	Pelayanan  aktivasi Identitas Kependudukan Digital (IKD);"
51;Kecamatan Tanjung Morawa;674;"5.	Pelayanan Online Data;"
51;Kecamatan Tanjung Morawa;675;"6.	Pelayanan dan Penerbitan Kartu Identitas Anak (KIA) bagi penduduk WNI;"
51;Kecamatan Tanjung Morawa;676;"7.	Pelayanan dan Penerbitan Akta Kelahiran Anak usia 0-17 tahun;"
51;Kecamatan Tanjung Morawa;677;"8.	Pelayanan dan Penerbitan Akta Kematian (maksimal 3 [tiga] tahun dari tanggal kematian"
51;Kecamatan Tanjung Morawa;678;"9.	Pelayanan Surat Pindah antar desa/kelurahan dalam satu kecamatan bagi penduduk WNI;"
51;Kecamatan Tanjung Morawa;86;Pelayanan  Kartu  Keluarga  Hilang
51;Kecamatan Tanjung Morawa;59;Pelayanan Ahli Waris
51;Kecamatan Tanjung Morawa;61;Pelayanan SKBD
51;Kecamatan Tanjung Morawa;58;Pelayanan Surat Keterangan Tidak Mampu (SKTM)
51;Kecamatan Tanjung Morawa;84;Pencetakan KTP-el  Perubahan Data
51;Kecamatan Tanjung Morawa;83;Pencetakan KTP-el  Pindah Alamat
51;Kecamatan Tanjung Morawa;54;Perekaman Data KTP-el
52;Kecamatan Batang Kuis;816;Izin Penggunaan Fasilitas Umum (aset daerah yang dikelola kecamatan)
52;Kecamatan Batang Kuis;809;Pelayanan Aktivasi Identitas Kependudukan Digital (IKD)
52;Kecamatan Batang Kuis;812;Pelayanan dan Penerbitan Akta Kelahiran Anak Usia 0-17 tahun
52;Kecamatan Batang Kuis;813;Pelayanan dan Penerbitan Akta Kematian (maksimal 3 [tiga] tahun dari tanggal kematian)
52;Kecamatan Batang Kuis;811;Pelayanan dan Penerbitan Kartu Identitas Anak (KIA) bagi Penduduk WNI
52;Kecamatan Batang Kuis;806;Pelayanan dan Penerbitan Kartu Keluarga bagi Penduduk WNI
52;Kecamatan Batang Kuis;808;Pelayanan dan Penerbitan KTP-el hilang dan rusak bagi Penduduk WNI
52;Kecamatan Batang Kuis;807;Pelayanan dan Penerbitan KTP-el Pemula bagi Penduduk WNI
52;Kecamatan Batang Kuis;810;Pelayanan Online Data
52;Kecamatan Batang Kuis;814;Pelayanan Surat Pindah antar desa/kelurahan dalam satu kecamatan bagi penduduk WNI
52;Kecamatan Batang Kuis;822;Pendampingan pelayanan pendaftaran perizinan dan non perizinan melalui sistem Seri Deli
52;Kecamatan Batang Kuis;821;Pendampingan pelayanan perizinan berusaha untuk penerbitan Nomor Induk Berusaha (NIB) melalui sistem Online Single Submission (OSS) berbasis risiko kepada pelaku Usaha Mikro Kecil (UMK)
52;Kecamatan Batang Kuis;823;Pendampingan Pembuatan Email dan Akun Simbg
52;Kecamatan Batang Kuis;824;Pendampingan pendaftaran Persetujuan Bangunan Gedung (PBG) melalui http://simbg.pu.go.id
52;Kecamatan Batang Kuis;820;Penerbitan Surat Keterangan Domisili Usaha
52;Kecamatan Batang Kuis;815;Penerbitan Surat Pindah Antar Kecamatan
52;Kecamatan Batang Kuis;830;Permohonan keberatan PBB
52;Kecamatan Batang Kuis;826;Permohonan Mutasi PBB
52;Kecamatan Batang Kuis;833;Permohonan pembayaran angsuran PBB
52;Kecamatan Batang Kuis;827;Permohonan pembetulan/pembatalan PBB
52;Kecamatan Batang Kuis;825;Permohonan Pendaftaran Baru PBB
52;Kecamatan Batang Kuis;834;Permohonan pengembalian kelebihan pembayaran PBB
52;Kecamatan Batang Kuis;831;Permohonan penghapusan /pengurangan sanksi administrasi/denda PBB
52;Kecamatan Batang Kuis;832;Permohonan pengurangan ketetapan PBB
52;Kecamatan Batang Kuis;828;Permohonan salinan SPPT PBB
52;Kecamatan Batang Kuis;829;Permohonan surat keterangan NJOP PBB
52;Kecamatan Batang Kuis;818;Rekomendasi izin kegiatan sosial dan/atau komersial di dalam gedung dan/atau di tempat terbuka dalam wilayah kecamatan
52;Kecamatan Batang Kuis;819;Rekomendasi pemanfaatan penggunaan jalan kabupaten untuk kegiatan sosial dan/atau komersial tidak lebih 1 (satu) hari
52;Kecamatan Batang Kuis;817;Rekomendasi pembentukan kelembagaan Perkumpulan Petani Pemakai Air (P3A)
53;Kecamatan Hamparan Perak;237;"1.	Pelayanan dan Penerbitan Kartu Keluarga"
53;Kecamatan Hamparan Perak;426;"10.	Pelayanan dan Penerbitan KTP-el hilang dan rusak bagi Penduduk WNI"
53;Kecamatan Hamparan Perak;427;"11.	Izin penggunaan fasilitas umum (aset daerah yang dikelola kecamatan)"
53;Kecamatan Hamparan Perak;428;12. Rekomendasi pembentukan kelembagaan Perkumpulan Petani Pemakai Air (P3A)
53;Kecamatan Hamparan Perak;429;13. Rekomendasi izin kegiatan sosial dan/atau komersial didalam gedung dan/atau di tempat terbuka dalam wilayah kecamatan
53;Kecamatan Hamparan Perak;430;"14.	Rekomendasi pemanfaatan penggunaan jalan kabupaten untuk kegiatan sosial dan/atau komersial tidak lebih dari 1 (satu) hari"
53;Kecamatan Hamparan Perak;791;15. Penerbitan Surat Keterangan Domisili Usaha
53;Kecamatan Hamparan Perak;792;"16.	Pendampingan pelayanan perizinan berusaha untuk penerbitan Nomor Induk Berusaha (NIB) melalui sistem Online Single Submission (OSS) berbasis risiko kepada pelaku Usaha Mikro Kecil (UMK)"
53;Kecamatan Hamparan Perak;793;"17.	Pendampingan pelayanan pendaftaran perizinan dan non perizinan melalui sistem Seri Deli"
53;Kecamatan Hamparan Perak;794;"18.	Pendampingan Pembuatan Email dan Akun Simbg"
53;Kecamatan Hamparan Perak;795;"19.	Pendampingan pendaftaran Persetujuan Bangunan Gedung (PBG) melalui http://simbg.pu.go.id"
53;Kecamatan Hamparan Perak;238;"2.	Pelayanan dan Penerbitan KTP-el Pemula bagi Penduduk WNI"
53;Kecamatan Hamparan Perak;796;"20.	Permohonan Pendaftaran Baru PBB"
53;Kecamatan Hamparan Perak;797;"21.	Permohonan Mutasi PBB"
53;Kecamatan Hamparan Perak;798;"22.	Permohonan pembetulan/pembatalan PBB"
53;Kecamatan Hamparan Perak;799;"23.	Permohonan salinan SPPT PBB"
53;Kecamatan Hamparan Perak;800;"24.	Permohonan surat keterangan NJOP PBB"
53;Kecamatan Hamparan Perak;801;"25.	Permohonan keberatan PBB"
53;Kecamatan Hamparan Perak;802;"26.	Permohonan penghapusan/pengurangan sanksi administrasi/denda PBB"
53;Kecamatan Hamparan Perak;803;"27.	Permohonan pengurangan ketetapan PBB"
53;Kecamatan Hamparan Perak;804;"28.	Permohonan pembayaran angsuran PBB"
53;Kecamatan Hamparan Perak;805;"29.	Permohonan pengembalian kelebihan pembayaran PBB"
53;Kecamatan Hamparan Perak;239;"3.	Pelayanan Penerbitan Surat Pindah Antar Kecamatan"
53;Kecamatan Hamparan Perak;240;"4.	Pelayanan  aktivasi Identitas Kependudukan Digital (IKD)"
53;Kecamatan Hamparan Perak;248;"5.	Pelayanan Online Data"
53;Kecamatan Hamparan Perak;249;"6.	Pelayanan dan Penerbitan Kartu Identitas Anak (KIA) bagi penduduk WNI"
53;Kecamatan Hamparan Perak;247;"7.	Pelayanan dan Penerbitan Akta Kelahiran Anak usia 0-17 tahun"
53;Kecamatan Hamparan Perak;250;"8.	Pelayanan dan Penerbitan Akta Kematian "
53;Kecamatan Hamparan Perak;425;"9.	Pelayanan Surat Pindah antar desa/kelurahan dalam satu kecamatan bagi penduduk WNI"
54;Kecamatan Sunggal;596;Aktivasi Identitas Kependudukan Digital (IKD)
54;Kecamatan Sunggal;603;Izin Penggunaan Fasilitas Umum
54;Kecamatan Sunggal;597;Online Data
54;Kecamatan Sunggal;609;Pendampingan pelayanan pendaftaran perizinan dan non perizinan melalui SERI DELI
54;Kecamatan Sunggal;608;Pendampingan pelayanan perizinan berusaha untuk penerbitan Nomor Induk Berusaha (NIB)
54;Kecamatan Sunggal;610;Pendampingan pembuatan Email dan Akun SIMBG
54;Kecamatan Sunggal;611;Pendampingan pendaftaran Persetujuan Bangunan Gedung (PBG)
54;Kecamatan Sunggal;599;Penerbitan Akta Kelahiran Anak
54;Kecamatan Sunggal;600;Penerbitan Akte Kematian
54;Kecamatan Sunggal;593;Penerbitan Kartu Keluarga bagi WNI
54;Kecamatan Sunggal;598;Penerbitan KIA bagi WNI
54;Kecamatan Sunggal;594;Penerbitan KTP-el Baru/ Pemula bagi WNI
54;Kecamatan Sunggal;595;Penerbitan KTP-el Hilang, Rusak  dan Peubahan Data bagi WNI
54;Kecamatan Sunggal;607;Penerbitan Surat Keterangan Domisili Usaha
54;Kecamatan Sunggal;601;Penerbitan Surat Pindah Antar Desa/ Kelurahan dalam satu Kecamatan bagi WNI
54;Kecamatan Sunggal;602;Penerbitan Surat Pindah Antar Kecamatan
54;Kecamatan Sunggal;617;Permohonan Keberatan PBB
54;Kecamatan Sunggal;613;Permohonan Mutasi PBB
54;Kecamatan Sunggal;620;Permohonan Pembayaran Angsuran PBB
54;Kecamatan Sunggal;614;Permohonan Pembetulan/ Pembatalan PBB
54;Kecamatan Sunggal;612;Permohonan Pendaftaran Baru PBB
54;Kecamatan Sunggal;621;Permohonan Pengembalian Kelebihan pembayaran PBB
54;Kecamatan Sunggal;618;Permohonan Penghapusan/ Pengurangan Sanksi Administrasi/ Denda PBB
54;Kecamatan Sunggal;619;Permohonan Pengurangan Ketetapan PBB
54;Kecamatan Sunggal;615;Permohonan Salinan SPPT PBB
54;Kecamatan Sunggal;616;Permohonan Surat Keterangan NJOP PBB
54;Kecamatan Sunggal;605;Rekomendasi izin kegiatan sosial/ komersial didalam gedung/ tempat terbuka dalam wilayah Kecamatan
54;Kecamatan Sunggal;606;Rekomendasi pemanfaatan penggunaan jalan Kabupaten
54;Kecamatan Sunggal;604;Rekomendasi pembentukan kelembagaan Perkumpulan Petani Pemakai Air (P3A)
55;Kecamatan Labuhan Deli;287;pelayanan dan Penerbitan Kartu Keluarga bagi Penduduk WNI
56;Kecamatan Percut Sei Tuan;1338; IZIN PENGGUNAAN FASILITAS UMUM (ASET DAERAH YANG DIKELOLA KECAMATAN)
56;Kecamatan Percut Sei Tuan;1340; PELAYANAN DAN PENERBITAN AKTA KEMATIAN (MAKS 3 TAHUN DARI TANGGAL KEMATIAN)
56;Kecamatan Percut Sei Tuan;1344; PELAYANAN DAN PENERBITAN KTP ELEKTRONIK (HILANG DAN RUSAK) BAGI PENDUDUK WNI
56;Kecamatan Percut Sei Tuan;1343; PELAYANAN IKD (IDENTITAS KEPENDUDUKAN DIGITAL)
56;Kecamatan Percut Sei Tuan;1333; PELAYANAN PENDAMPINGAN PENDAFTARAN PERIZINAN DAN NON PERIZINAN MELALUI SISTEM SERI DELI
56;Kecamatan Percut Sei Tuan;1339; PELAYANAN SURAT PINDAH ANTAR DESA/KELURAHAN DALAM SATU KECAMATAN BAGI PENDUDUK WNI
56;Kecamatan Percut Sei Tuan;1346; PELAYANAN SURAT PINDAH ANTAR KECAMATAN BAGI PENDUDUK WNI
56;Kecamatan Percut Sei Tuan;1352; PEREKAMAN KTP ELEKTRONIK (PEMULA) BAGI PENDUDUK WNI
56;Kecamatan Percut Sei Tuan;1328; PERMOHONAN PEMBETULAN/PEMBATALAN SPPT PBB
56;Kecamatan Percut Sei Tuan;1330; PERMOHONAN PENDAFTARAN BARU SPPT PBB
56;Kecamatan Percut Sei Tuan;284; PERMOHONAN PENGHAPUSAN/PENGURANGAN SANKSI ADMINISTRASI/DENDA PBB
56;Kecamatan Percut Sei Tuan;295; PERMOHONAN PENGURANGAN KETETAPAN PBB
56;Kecamatan Percut Sei Tuan;1327; PERMOHONAN SALINAN SPPT PBB
56;Kecamatan Percut Sei Tuan;1326; PERMOHONAN SURAT KETERANGAN NJOP
56;Kecamatan Percut Sei Tuan;1335; REKOMENDASI PEMANFATAAN PENGGUNAAN JALAN KABUPATEN UNTUK KEGIATAN SOSIAL/KOMERSIAL TIDAK LEBIH DARI 1 HARI
56;Kecamatan Percut Sei Tuan;1337; REKOMENDASI PEMBENTUKAN KELEMBAGAAN PERKUMPULAN PETANI PEMAKAI AIR (P3A)
56;Kecamatan Percut Sei Tuan;1341;PELAYANAN DAN PENERBITAN AKTA KELAHIRAN ANAK USIA 0-17 TAHUN
56;Kecamatan Percut Sei Tuan;1348;PELAYANAN DAN PENERBITAN KARTU KELUARGA BAGI PENDUDUK WNI
56;Kecamatan Percut Sei Tuan;1347;PELAYANAN DAN PENERBITAN KIA (KARTU INDONESIA ANAK) BAGI PENDUDUK WNI
56;Kecamatan Percut Sei Tuan;1342;PELAYANAN ONLINE DATA
56;Kecamatan Percut Sei Tuan;1334;PENDAMPINGAN PELAYANAN PERIZINAN BERUSAHA UNTUK PENERBITAN NIB (NOMOR INDUK BERUSAHA) MELALUI OSS KEPADA PELAKU USAHA MIKRO KECIL (UMK)
56;Kecamatan Percut Sei Tuan;1332;PENDAMPINGAN PEMBUATAN EMAIL DAN AKUN SIMBG
56;Kecamatan Percut Sei Tuan;1331;PENDAMPINGAN PERSETUJUAN BANGUNAN GEDUNG (PBG)
56;Kecamatan Percut Sei Tuan;1349;PENERBITAN SURAT KETERANGAN DOMISILI USAHA
56;Kecamatan Percut Sei Tuan;282;PERMOHONAN KEBERATAN KETETAPAN PBB
56;Kecamatan Percut Sei Tuan;1329;PERMOHONAN MUTASI SPPT PBB
56;Kecamatan Percut Sei Tuan;296;PERMOHONAN PEMBAYARAN ANGSURAN PBB
56;Kecamatan Percut Sei Tuan;1325;PERMOHONAN PENGEMBALIAN KELEBIHAN PEMBAYARAN PBB
56;Kecamatan Percut Sei Tuan;1336;REKOMENDASI IZIN KEGIATAN SOSIAL/KOMERSIL DALAM GEDUNG DI TEMPAT ATAU TERBUKA DALAM WILAYAH KECAMATAN
57;Kecamatan Sibolangit;490;Akta Kelahiran
57;Kecamatan Sibolangit;489;Akta Kematian
57;Kecamatan Sibolangit;483;Kartu Tanda Penduduk Elektronik Bagi WNI
57;Kecamatan Sibolangit;482;Pembuaatan Surat Tanah
57;Kecamatan Sibolangit;484;Pembuatan Surat Ahli Waris
57;Kecamatan Sibolangit;491;Pengesahan Surat Keterangan Tidak Mampu
57;Kecamatan Sibolangit;485;Perombakan Kartu Keluarga
57;Kecamatan Sibolangit;486;Surat Pindah Antar Desa
